CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-01 00:00,cm,166,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-02 00:00,cm,179,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-03 00:00,cm,170,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-04 00:00,cm,201,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-05 00:00,cm,183,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-06 00:00,cm,146,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-07 00:00,cm,189,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-08 00:00,cm,224,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-09 00:00,cm,178,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-10 00:00,cm,214,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-11 00:00,cm,251,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-12 00:00,cm,262,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-13 00:00,cm,245,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-14 00:00,cm,246,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-15 00:00,cm,243,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-16 00:00,cm,218,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-17 00:00,cm,210,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-18 00:00,cm,212,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-19 00:00,cm,163,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-20 00:00,cm,146,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-21 00:00,cm,128,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-22 00:00,cm,132,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-23 00:00,cm,146,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-24 00:00,cm,183,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-25 00:00,cm,169,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-26 00:00,cm,140,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-27 00:00,cm,125,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-28 00:00,cm,141,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-29 00:00,cm,123,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-30 00:00,cm,128,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-01-31 00:00,cm,190,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-01 00:00,cm,183,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-02 00:00,cm,156,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-03 00:00,cm,154,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-04 00:00,cm,186,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-05 00:00,cm,175,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-06 00:00,cm,170,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-07 00:00,cm,145,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-08 00:00,cm,161,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-09 00:00,cm,170,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-10 00:00,cm,165,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-11 00:00,cm,163,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-12 00:00,cm,178,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-13 00:00,cm,173,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-14 00:00,cm,146,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-15 00:00,cm,174,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-16 00:00,cm,158,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-17 00:00,cm,128,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-18 00:00,cm,172,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-19 00:00,cm,173,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-20 00:00,cm,194,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-21 00:00,cm,185,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-22 00:00,cm,188,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-23 00:00,cm,220,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-24 00:00,cm,200,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-25 00:00,cm,230,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-26 00:00,cm,285,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-27 00:00,cm,269,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-02-28 00:00,cm,251,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-01 00:00,cm,344,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-02 00:00,cm,296,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-03 00:00,cm,301,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-04 00:00,cm,275,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-05 00:00,cm,285,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-06 00:00,cm,307,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-07 00:00,cm,322,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-08 00:00,cm,297,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-09 00:00,cm,354,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-10 00:00,cm,358,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-11 00:00,cm,322,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-12 00:00,cm,302,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-13 00:00,cm,303,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-14 00:00,cm,302,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-15 00:00,cm,283,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-16 00:00,cm,283,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-17 00:00,cm,284,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-18 00:00,cm,300,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-19 00:00,cm,311,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-20 00:00,cm,297,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-21 00:00,cm,269,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-22 00:00,cm,273,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-23 00:00,cm,278,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-24 00:00,cm,270,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-25 00:00,cm,281,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-26 00:00,cm,265,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-27 00:00,cm,302,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-28 00:00,cm,291,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-29 00:00,cm,251,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-30 00:00,cm,226,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-03-31 00:00,cm,190,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-01 00:00,cm,189,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-02 00:00,cm,199,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-03 00:00,cm,184,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-04 00:00,cm,193,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-05 00:00,cm,190,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-06 00:00,cm,184,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-07 00:00,cm,165,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-08 00:00,cm,176,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-09 00:00,cm,156,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-10 00:00,cm,134,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-11 00:00,cm,131,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-12 00:00,cm,143,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-13 00:00,cm,175,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-14 00:00,cm,176,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-15 00:00,cm,177,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-16 00:00,cm,191,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-17 00:00,cm,210,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-18 00:00,cm,193,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-19 00:00,cm,190,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-20 00:00,cm,212,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-21 00:00,cm,233,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-22 00:00,cm,234,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-23 00:00,cm,250,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-24 00:00,cm,242,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-25 00:00,cm,325,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-26 00:00,cm,334,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-27 00:00,cm,387,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-28 00:00,cm,343,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-29 00:00,cm,333,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-04-30 00:00,cm,349,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-01 00:00,cm,347,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-02 00:00,cm,362,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-03 00:00,cm,347,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-04 00:00,cm,359,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-05 00:00,cm,358,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-06 00:00,cm,321,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-07 00:00,cm,335,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-08 00:00,cm,314,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-09 00:00,cm,372,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-10 00:00,cm,412,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-11 00:00,cm,392,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-12 00:00,cm,423,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-13 00:00,cm,394,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-14 00:00,cm,398,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-15 00:00,cm,400,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-16 00:00,cm,384,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-17 00:00,cm,343,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-18 00:00,cm,341,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-19 00:00,cm,341,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-20 00:00,cm,321,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-21 00:00,cm,297,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-22 00:00,cm,315,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-23 00:00,cm,288,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-24 00:00,cm,319,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-25 00:00,cm,354,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-26 00:00,cm,290,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-27 00:00,cm,264,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-28 00:00,cm,228,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-29 00:00,cm,201,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-30 00:00,cm,243,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-05-31 00:00,cm,271,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-01 00:00,cm,256,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-02 00:00,cm,217,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-03 00:00,cm,229,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-04 00:00,cm,248,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-05 00:00,cm,231,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-06 00:00,cm,222,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-07 00:00,cm,221,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-08 00:00,cm,227,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-09 00:00,cm,250,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-10 00:00,cm,230,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-11 00:00,cm,258,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-12 00:00,cm,250,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-13 00:00,cm,228,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-14 00:00,cm,248,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-15 00:00,cm,228,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-16 00:00,cm,262,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-17 00:00,cm,238,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-18 00:00,cm,243,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-19 00:00,cm,227,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-20 00:00,cm,207,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-21 00:00,cm,216,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-22 00:00,cm,241,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-23 00:00,cm,240,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-24 00:00,cm,216,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-25 00:00,cm,223,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-26 00:00,cm,240,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-27 00:00,cm,233,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-28 00:00,cm,210,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-29 00:00,cm,212,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-06-30 00:00,cm,187,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-01 00:00,cm,218,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-02 00:00,cm,237,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-03 00:00,cm,241,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-04 00:00,cm,196,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-05 00:00,cm,234,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-06 00:00,cm,245,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-07 00:00,cm,202,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-08 00:00,cm,218,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-09 00:00,cm,206,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-10 00:00,cm,161,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-11 00:00,cm,165,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-12 00:00,cm,180,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-13 00:00,cm,212,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-14 00:00,cm,215,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-15 00:00,cm,238,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-16 00:00,cm,240,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-17 00:00,cm,266,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-18 00:00,cm,266,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-19 00:00,cm,258,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-20 00:00,cm,239,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-21 00:00,cm,209,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-22 00:00,cm,194,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-23 00:00,cm,192,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-24 00:00,cm,187,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-25 00:00,cm,185,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-26 00:00,cm,191,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-27 00:00,cm,196,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-28 00:00,cm,194,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-29 00:00,cm,171,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-30 00:00,cm,150,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-07-31 00:00,cm,123,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-01 00:00,cm,160,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-02 00:00,cm,120,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-03 00:00,cm,92,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-04 00:00,cm,95,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-05 00:00,cm,90,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-06 00:00,cm,147,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-07 00:00,cm,144,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-08 00:00,cm,159,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-09 00:00,cm,165,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-10 00:00,cm,155,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-11 00:00,cm,149,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-12 00:00,cm,166,Preliminar
23157030,BARRANCABERMEJA  - AUT [23157030],NIVEL,Nivel medio diario,2014-08-13 00:00,cm,186,Preliminar
